text,label
I love how men know they have a baby on the way in one month and they decide to go out and buy a brand new mustang wow,0
ITS COMING HOOOOOME,0
Happy birthday to me!! I’m 30! 😭,0
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",0
ima get up early tomorrow and make some tea and sit on the patio oh how I love to imagine things im never gonna do,0
hey guys! i’m so happy to announce that i’m officially brain dead ☺️,0
too many dudes are wearing birks with socks on. grow up. get the fucking toes out man.,0
Every time you complain about neopronouns or xenogenders we add five more,0
imma still vote for vermin supreme this presidential election 😤,0
"Watched 127 hours... Kinda reminded me of this one time I got a bad splinter. Writing a book about it now, hit me up for an autographed copy",0
"make it illegal to say/write ""Dems in disarray"" on account of it being stupid as fuck",0
It’s really very selfish of Silverstone to be saying the 2022 Grand Prix is 1/7-3/7 cause my holiday year starts on 1/7 and I would have to use a day of this years holiday allowance to go. I should have been consulted really 😵‍💫😵‍💫😵‍💫,0
Thank you to my apartment complex for consistently cutting the grass at 8 am every Thursday for ~5 hours. It’s definitely not super obnoxious or bothersome ☺️☺️,0
@jabadgo @Nibellion Don’t run it on a school-provided laptop,0
why are the olympics worried about athletes having too much sex when the curling teams don't even compete in the summer games,0
The typhoon flew over me today absolutely fuming they forgot to bomb me,0
Ain’t never really had a daddy so I’ll never really need one 🤷🏾‍♀️,0
Semester hasn’t even started and I’ve already had two breakdowns :) this is gonna be a fun one!,0
I’m still confused about DaBaby’s point? Like would you have said “everybody without cancer out your lighters up”??? like what sir https://t.co/EqcbAEkIJM,0
"cold ears? take out one AirPod, leave it by the stove, and forget about it for 20 minutes 🤗",0
the only ppl who should be worried about Biden’s tax plan r the ones who get gifts for easter,0
"I never thought I'd say this, but I have become one of those people who like bounty bars.",0
Fool me once shame on you. Fool me twice shame on me. Fool me multiple times I must have become a brexiter. #Brexit,0
we used to make fun of rich men for using 3in1 turns out they were never using anything at all 🤮,0
hot girls have tree shaped dents in their rear bumpers ❤️,0
@raerenyse Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,0
so many people pressed that italy won sorry eurovision belongs to the bisexuals now x #Eurovision,0
"Broke: doing assignments in order of due date
Woke: doing assignments in order of priority
Wired: spending 20 minutes on each class at a time and just go down the list",0
'Margaret Thatcher' is trending... has 2016 taken another one?,0
"oh you’re just friends?

why’d u shave then?",0
does ur dad hate you for no reason or are you normal?,0
"I've made a roommate complain tweet every day, and he's done another thing, but I'm tired of negativity so I'm gonna list all the things I like about him! 

Here they are:",0
@xNemoooo @McDonaldsUK @tasshx Say swear you didn’t down all bev’s at Acapulco’s straight after?? 😘,0
I do love it when my mum makes me spend my savings on beer 😒,0
@SuspendThePres But what were the ratings??  (Replied to his Tweet with the same thing.),0
Not at all concerning that a man's just been round to fiddle with the boiler and now he's left the carbon monoxide alarm won't stop beeping,0
@kashirenaii i would never go to six flags with u,0
Does anyone not know Prince Harry got engaged? I don’t think there’s been enough in the news about it.,0
wait what the fuck that solo yolo is mad?,0
‘It’s only a game’ 🥴🥴,0
Can’t wait to be back at uni so I can order more shoes and clothes without my mum telling me off x,0
@TheSpursExpress @JBurtTelegraph I've done this to my employer too. I'm expecting we'll both get the same answer,0
@DarrkIt @iamspade_ ya need a carry hit me up im a octane main,0
"My dad just said to me, “Hey, you’re kinda skinny, can you slip behind the fridge to look at something?” and it might be the nicest compliment I’ve ever gotten. So guys, go tell your girl you think she’s kinda skinny🥰",0
tanning in this heat is an extreme sport,0
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is 😌,0
watching olympic womens beach volleyball for the plot,0
if jesus was resurrected again i would vote for him,0
I changed out of my pajamas today and I think that’s really brave,0
"@kirkkorner ""But it's a deterrent"" 🙄",0
As a woman I dont need hobbies dreams or goals cause I can spend all my time wondering why he didnt text back crying into a bag of doughnuts,0
Always glad to live in Kent 🙈🙈,0
Billy Gunn sorta relevant for the first time in years...,0
"Hearing I love you is nice and all, but has your SO ever told you to eat shit? 😍😍😍 ugh @samduhclam",0
WHO LET THE LAUNDRY PILE UP 5 BASKETS. Goodness.,0
"I asked my husband to buy dog poo bags when he went out earlier and they'd sold out. So instead of going to another shop, he bought bin bags. So now I still can't clean up after the dog but if I happen to buy a donkey and need to clean up after that, I'm sorted.",0
@ThomasCabaret84 @MicrobiomDigest @raoult_didier Surely you’re not suggesting that their own thorough investigation of their own suspected &lt;fraud&gt; (which found no evidence for said &lt;fraud&gt;) was carried out with anything but the very  highest levels of integrity? Seems completely legit to me…,0
Accidentally made a friend in ASL today. I hate when that happens.,0
The villains in super hero films are awfully polite. They always confine their invasions to being above one particular city,0
@BorisJohnson @MattHancock Oh really?,0
we happy!!!!!!!!!!,0
wish i could understand string theory without knowing math..... alas i guess i am too hot for conceptual physics,0
@Ciara87C @RachaelSmarty @SashaHumphreys2 my tinder convos have been leaked,0
being single during college must be really fun when ur nOT IN A GLOBAL PANDEMIC,0
do i like him or is his hair just curly??,0
"It would be a real shame if people shared this around and filled it with fake info. People should definitely not do that 😉
https://t.co/Px7dYqjh3I",0
"The Drew Barrymore Show is an absolute trainwreck. Like The Tony Danza Show, every two minutes is a clip for The Soup.",0
Would anyone like to give me some money? #FinDom,0
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,0
"@SIazVest @rodneyjaguars57 Fuck you got me there, you better get back to getting upset and jealous over successful and talented boxers",0
this time tomorrow i'll be dying at school Cannot Wait!,0
There is nothing new in an oliver james publication that can't be found elsewhere for free. He's a leftist living a straight bourgeois life,0
"@Mythical So worried about him. But if you're looking to save him, based on the topography I'd say it's somewhere on the east coast. Perhaps the Carolinas?",0
"It’s so amazing how people forget you exist until they want something from you :,)",0
"@faith_hi @PalmerReport Ahh yes, quick peek at your page and you obviously know everything. Thank you for the enlightenment.😂",0
i’ve had more interesting conversations w my wall but alright,0
"just booked to see David Gray too,,, am i 40",0
I’m really looking forward to not hugging my friends and family through choice rather than by law.,0
I’ve seen a lot of people on local Facebook groups asking AirBnB owners if they have any availability recently. If only there was a website you could use to find out if an AirBnB was available 🤔,0
did you actually fly on a plane if you didn’t post a picture of the view from your window?,0
Hahahah @LibertyU is shutting down the entire campus for quarantine!! Couldn’t happen to a nicer group of Covid deniers! #CovidIsNotOver #karmaisabitch #Covid_19,0
Turnover is the best band to cry to/drive to/daydream to/fall asleep to/ reminisce to/die to,0
you know what’s a novel concept? rapists and sexual assaulters not only ruin the lives of their victims but also THEIR OWN LIVES. yeah. not the victims testifying. maybe if you didn’t want rape accusations then DON’T RAPE. also a novel concept.,0
Just saw a cop riding a segway?!! So glad my taxes paid for that.,0
"@DylanPetit17 @jaredj5 Let's listen to Dylan Petit over actually doctors, biologists and epidemiologists. 🙄",0
Just redownloaded the @achievement app - let's see if it improves my exercise routine!,0
Wow it's almost as if it's their literal job to have a lot of knowledge about a wide array of subjects.. Funny that https://t.co/NGi02vXxnK,0
@MollyJongFast I think it should be allowed for customer service workers to squirt water into their face like how they do sometimes to train pets,0
So weird how Venmo hasn’t venmoed me yet really thought I was the one,0
"Oh? You're a real anime fan? Name all the Boku no Pico characters, I'll wait.",0
Being a business major is legal conversion therapy and must be stopped,0
"Bart is closed rn in Oakland so I can’t go to work, I’m so upset....",0
"@KellyMartin_UK @Morrisons You’re right, it’s all one big conspiracy. You should boycott the NHS too, they’re in on it as well",0
Vaccinated this morning. Not sure it's worked - still committed to Apple and no extra autism detected. Bloody science.,0
"Have the most balanced diet, a healthy balance of codeine, panadol and ibuprofen....",0
"I suppose though, we did sign one for the future so, you know, not all gloom and doom...we might be good in 6 years time.",0
2 x sand eating toddlers for sale. No previous owners. DM for details x,0
How nice of tonsillitis to join me on my holiday 🖕🏻🖕🏻🖕🏻🖕🏻,0
love living in a capitalist society where i look forward to getting a surgery where i’m legit GETTING AN INTERNAL BODY PART REMOVED bc it means i’ll get a few days off from work xoxo,0
Just watched a man smoke crack on the R train in front of 3 families. New York is healing ✨,0
Getting a dog was single handedly the best and worst thing I’ve ever done..can’t imagine life without her and I can’t live without her.. Make sense?,0
Only a a President as strong and decisive as @realDonaldTrump would force the FDA to OK a drug even before clinical trial results are in.  No need to wait for such silly formalities - people have been taking the drug for years and most are still alive and fine! #OkToTry #Gotrump https://t.co/IdxTJ7kucp,0
Friendly reminder you’re not vegan if you swallow cum,0
"Me: ""Did you you find everything you were looking for?""

Customer: ""why, are you hiding something?""

Me: ""aRe YOu HIdiNg sOMetHinG?""",0
Kind of rude of my stomach to still make whale noises after I’ve given it a whole protein bar,0
"@adi_jord agreed, this is ridiculous, gotta cop a pair",0
"""He's not welcome in a tolerant place like London"" @emmadentcoad  on the Presidential visit on @BBCRadio4 The irony in that comment... #r4bh",0
@JacobWohlReport Do I need to aquire a wife before this happens or will I be assigned one?,0
"Whoever’s toddler ass sprayed the entire toilet backstage, I hope you stub your toe and bite your tongue really hard. also you were clearly dehydrated, go drink some damn water like an adult",0
"“tit for tat, butter for fat, you kill my dog, i eat your cat” is a liberian proverb for “an eye for an eye”. my ancestors were spittin’",0
jack antonoff once ur done with clairo i’m right here sweetie,0
Not only did I have to take care of covid patients last night but my charge nurse told me the covid scrubs make me look “unwantable”! Great!,0
i have bags under my eyes because im tired of your bs:),0
"Funny Quote of the Day: ""I believe in luck: how else can you explain the success of those you dislike?"" - Jean Cocteau",0
Andrews really trying to explain to me that football and rupauls drag race aren’t the same thing when it in fact is the same thing.,0
"I just read, ""oftenly"" and threw up in my mouth a little.",0
Joey the genius! I wish i was as brainy as him #towie,0
@KhoaVuUmn Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,0
@rickyberwick And you said Donald trump was racist 😑,0
Imagine not liking football 🤣,0
They should just put a wall around the pitch to stop the ball going out,0
went to check out the bios of the (exclusively) hipster dudes that work in a rival boutique goods store and found out they all traveled internationally during the pandemic 🙃🙃🙃,0
"I spend the day sitting or napping, I ration my food like a psychopath, and I take one walk a day. I am my dog. #Covid_19 #CoronaVirusUpdate",0
"Afghanistan just completely crumbling after spending over 2 trillion USD and 240,000 human lives over the course of 20 futile years of American occupation sounds amazing in theory, sure. 
But how are we gonna pay for it? What’s next, chocolate milk for everybody?",0
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea https://t.co/SapbXLd0r2,0
"""Alexa add small bananas to the shopping list."" I've added smooth armours to your shopping list."" Gee thanks Alexa! #alexa",0
Nothing warms my heart more than seeing everybody come together and attack Westside’s administration ❤️ #WycoPride #YeeYee,0
Hearing Kendrick Perkins refer to Alec Burks as Alecs Burk like he’s attorneys general &gt;&gt;&gt;&gt;,0
Gonna go cry now some no face told me to lose weight x,0
“The App Store [is]... an economic miracle” 🙄 but Apple magic not working today at #AntiTrustHearings #Apple stifles innovation that is the lifeblood of our economy. -Lucy McBath speaking some truth today #HouseJudiciary https://t.co/2swhC9daBM,0
"not to brag, but my thesis topic was so good that someone else published on it three months ago 🙃",0
If only people would care as much about poverty and social equality the way they do jumping up and down for Team Remain or Team Leave.,0
I got asked if I needed a kid’s menu today...21 is treating me well 👶🏼,0
I swear this triller event is run by teenagers,0
Nice to be compared to a brick wall 😂,0
getting stopped by tesco security is the highlight of my day,0
Halfway through snowboarding day 1 and pretty sure I have fallen at least 69 times 😆♋️,0
"Can’t wait to get home take a big ass antihistamine and roll in some topical steroids.

Damn it, skin! What did I ever do to you?!?!",0
alllllll nighter. woohoo,0
"""I'm concerned about the environmental impact of my contact lenses,"" says the occasional daily wearer, throwing their Starbucks cup in the test room bin.",0
it’s always the girls I don’t even know that wanna talk about me 24/7 :) I love my fans :),0
Between Mikey cooking and Didi cooking for me I relaxing 😎  cooking?? I don’t know her,0
@WilliamShatner Mr Shatner whilst you were sleeping you asked me to join Facebook messenger and then after a polite conversation you then offered me gold necklaces and a singed (sic) tee-shirt - you made my Friday night sir... just awaiting your instructions so I can wire the money...,0
Omg thank u for pointing out that I apologize too much 🙏,0
I can't believe today is the last day we can be gay.,0
It would be nice if my body would let me sleep...,0
All the shade i have been hearing about Ben Platt being unbelievable as a teenager in the @DearEvanHansen movie  boggles me.  Does nobody have any memories of Grease???  Name 1 actor on that film who believably looked high school age!,0
@PFTompkins Her family should definitely not seek mental health guidance.  😬,0
Just dislocated my fucking knee again while out on a walk 🙃🙃🙃 FAB,0
"Cool guy in a big truck honked really long at the garbage truck because it slowed down to turn; I felt he wanted everyone to know how cool he is, so I decided to tweet about it on his behalf.",0
"A whole 2% off for a single order, rejoice",0
@DuncanEdwards03 @PoliticsForAlI Well I doubt they're trying to smash the doors in to change the regulation of cough medicine.,0
"you like ketchup but not tomatoes???

grow up",0
@devisridhar Do you know of any good chippies in the Crewe area?,0
"If you watch #TheCrown and don’t  simultaneously wiki deep-dive on the royal family, did you even watch The Crown?",0
#HappyBirthdayKeanuReeves Keanu Reeves is so wholesome ☺️,0
I love not being pregnant so much it’s my fave thing about myself,0
I feel like with the pandemic and all we should now be allowed to publicly shame babies for just like coughing into the open air you know what I mean,0
Is there a zombie apocalypse going on upper street,0
babe stop i’m about to gleek,0
My favorite part about running on the track is seeing how high my heart rate gets just walking up the stairs to it.,0
Hailey convinced Tayler that putting a spoon in the microwave to scoop ice cream faster was a good idea,0
"our lord and savior, frank ocean, has saved us all once again.",0
@GainzyXBT Actually I've extrapolated based on the last daily candle and it turns out BTC will be sub-zero by December. The math doesn't lie.,0
where can I hand my notice in for mental illness? been working at the same thing for way too long and it’s time for a change.,0
I reckon I could have put that in the net Morelos sir,0
what a great day to be stuck inside 🙃,0
I too enjoy making shit up and pretending like I understand basic economic principles https://t.co/cHDBHaxBBR,0
turning 22 next week so naturally I increased my tinder age range up to 60,0
Thanks @myhermes for losing my parcel but giving me someone else's. I'm nice enough to go give it to them though. Please DM me back soon 😐,0
Actually considering applying for the undateables,0
Love seeing 15 year olds being vaccinated in the states when I have to wait till the end of June for my first one,0
"@inkofreality @StrangerTings1 @nytimes You're so close to understanding baseline biasing. You can get there, I believe in you!",0
don’t make me rewatch panic 🤨,0
"@MailOnline Another misogynistic, homophobic rapper.. how shocking!",0
@ThePartridgePod Defrost the freezer with the cast of Hollyoaks. Any of them that wanted an extra fun trip could pop to the recycling centre with some empty pesto jars. Magic.,0
My coworkers play this fun game where they try to describe bars in la crosse &amp; have me guess which one they’re talking about,0
"@barcacentre Unemployed and lazy that Messi guy 😂

(I'm being sarcastic guys, I'm warning you lol)",0
"@JasperSmiith @LentonDNRA @ShearerWest @registrarism @UniofNottingham @CllrDaveTrimble @SallyLongford @CllrDavidMellen @LilianGreenwood @MyLWE @MyNottingham Yeah just a coincidence that infection rates go up and down dependent on when students are in the area or not, also tallies in with the parties being attended by up to 3 times the amount of allowed attendees. Definitely not students 🤔🤦🏽‍♀️🙄",0
I just don’t think it’s too much to have a perfect life with absolutely no problems 🤷🏻‍♀️,0
@Mike_Fabricant This aged well,0
bad romance by lady gaga is the best song to ever come out of the american music industry and anyone who says otherwise is a liar,0
"Well, what a way to ruin Easter. Thanks @CadburyUK https://t.co/zkkguY2g6M",0
its 3 30 am and I have decided the only redeeming quality of a male is that I can put my freezing cold toes on him and leach his warmth,0
"Pissed off at @TMobile_USA and just want out of my contract, but I'm sure that would just be way too easy, ugh :(",0
everytime i swipe through bumble when i’m bored i just get sad that no one has the same complex interests as me….rude 😤🙄 /j,0
@lora__ SHOCKED. How am I supposed to tell the kids they're not going to Disneyland on June 21st after all? It's already been cancelled 36 times! https://t.co/SV8gpPn6yw,0
my neighbors taunting me outside my office window by chilling in their hot tub every remotely warm day whilst I sit here on back-to-back zooms all day every day. the audacity is astonishing.,0
"According to my road rage, the word of the day is asshat",0
We really need to remind people that universal healthcare means never needing to sit through another annual explanation of benefits meeting,0
"Queer marriage is not allowed because it doesn't follow the ""age-old customs, rituals, practices, culturla ethos and societal values"", but all cis-men can commit infidelity with no consequences. Happy fuckin Pride people 🙃 #SupremeCourtofIndia",0
@PONOS_EN Very nice. We're now briefly up to date. Hopefully doesn't take you so long to do the English release of the new pixie after we get 9.10.,0
@mcfcok82 Thank you for your well balanced and thoughtful input,0
Update: they’ve finally closed the campus which means I wasted my day going in and waiting on lectures 🙃 https://t.co/kBTOqNpX3Z,0
"Just signed up for Apple's Ping, told it I like 'classical' and it points me towards Lady Gaga. It takes a certain genius to be this crap.",0
Wtf is a Justin Herbert,0
my hobbies include leaving projects for the night before and then complaining that the teacher didn't give us enough time 🙃🙃,0
"Get ready for the next big horror game this season, Slender Suburban Man",0
"Absolutely LOVE spider season! I love crying in fear. I love not being able to sleep. I love people telling me that I'm being ridiculous. I love hearing ""it's not gonna hurt ye"". I love using every orange peel, conker and peppermint oil known to man. I love fear. 😑",0
"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",0
"How I flirt with boys 

Boy: “Hey I saw you from across the room and had to come over”

Me: “Wow you’re super observant. Do you have 20/20 vision?”",0
It’s so easy to have the best day until someone lies to your face 🥰❤️😭,0
My gf has been in the Hamptons nannying for a few hours and she has already been to a POLO match. Is she in GOSSIP GIRL?,0
Love that someone broke into my car this morning,0
I accidentally made butter when trying to whip cream this morning and I think that’s a great representation of how I’ve reached my capacity for working from home,0
never drinking again,0
i went outside today and suddenly my depression is cured,0
@andy_mansell72 @VicOtley @garry_whu @NiaAnts @davidschneider Finally someone is speaking up for the billionaires.,0
Love being called the devil for taking away someone’s phone at summer school🤗🤗🤗,0
Ayeee it’s officially “I’m not even your girl” season 😛,0
"Please consider map filters on online mutliplayer. Pretty pls, thanks @CallofDutyUK",0
you ever completely embarrass yourself on zoom and decide to drop out of college?,0
Just gotta realize no ones interested in what I have to say 👌,0
we need to normalise having absolutely fried bleach damaged hair. people should talk about this,0
I love days when Rob works short call and is only at the hospital for *checks watch* 13 hours.,0
next person that puts beomsil on my tl has to deal w me crying on the floor,0
Having a bad week but what else is new!! At least I finally got paid 💕😭,0
"Don’t keep up with the Joneses, the Joneses are broke!",0
"Tonight @ dinner I sat by &amp; chatted w/ the former chancellor of Ole Miss, a former Miss MS, &amp; the owner of the Miss America pageant

Casual.",0
Lol at my life :),0
"New levels of desperation: sleep is now truly insignificant to me. In fact, it’s a downright annoyance.",0
I love online shopping because if I am physically in a store and an employee even looks at me I will immediately leave.,0
@sdeditgirl You should know a true Oregonian doesn't use umbrellas!,0
"Wow. Liam Neeson is coming across as a rational man,isn't he!!?",0
Thank you to @OrchardMead for organising pizza and ice cream! It was a lovely end of year gesture 😁💕 Happy holidays everyone - time to collect our time owed in lieu! 😅 #summerholidays https://t.co/324jzGSElj,0
"Nothing can be further from the kickoff of the NFL season than a pre-game performance by Ed Sheeran.

Nothing against him but he just doesn't inspire me to watch football.

#Football #NFL #Weak #TestosteroneDeficiency https://t.co/JTI2qgSxUq",0
I love leaving the doctors office in tears. I need this kid to just decide to leave my body so we can be done and home together.,0
"If your website still has a google plus share button, forgive me if I’m not tripping over myself to take your information as credible or current.",0
Mine and @livlawrencex snapchats are just stunning👌,0
What happened to unbiased journalism @SkyNews?,0
"Day 3. Luggage arrived, thanks @AirFranceFR. Non random Hungarian underwear. Talk delivered. Science sated. #metaxa http://t.co/6KPjLezQOF",0
really honoured to have shared a coach today with a group of girls who didn’t know downing street was real and thought the prime minister and the queen lived together at buckingham palace,0
Anyone need a body for a human sacrifice? Trying to find a valid excuse to not go to work today.,0
"@GeoffreyBrock6 @RevRichardColes Do you really believe  that? I'd put more faith in the giant pumpkin. Wait a minute, he is the giant pumpkin!",0
Love it wen people try and stop my friends seeing me! Looooolll.,0
"hello to all three of my followers, this is my big return to twitter",0
@catboychika Aren't you happy I gave you less competition for ranking,0
can't wait to cop tickets to see the cracker quartet,0
@BBCAMERICA Thanks for disrupting your narrative continuity with commercial break previews. #SpoilerAlert,0
South Park being taken off Hulu is the worst thing that’s happened to me personally in 2020 and like.. my dad died,0
Sleep? What’s that... I’ve never heard of it?,0
also that jacket he wore yesterday i’m gonna rip my eyes out :/,0
@stockwa16053563 @PeterGWall @michael_saylor Michael Saylor is efficient in his line of questioning. Feels like more an interrogation 😂⭕️,0
Love everything in my basket selling our before the sale was meant to start😒 @ZARA_Care @zara,0
Can cats wear nail polish,0
came home to realize my family found and read my quarantine journal lmao lucky I didn’t get involuntarily committed wtf,0
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",0
everyone say a prayer to the insurance gods that they approve my heart monitor so that i may continue to have the privilege of being alive. i love the US health care system,0
imagine being able to sleep haha can’t relate,0
Turned 25 today but woke up with $600 from the IRS in my bank account so quarter life crisis has been postponed,0
love it when Jonny makes me use earphones to watch something on my phone so he can play fifa,0
I love giving a lecture to grad students on a topic I don't fully understand at 9:30am &lt;3 i need a coffee lmao,0
