id,label
266,pride
267,pride
268,pride
269,pride
270,pride
271,pride
272,pride
273,pride
274,pride
275,pride
276,pride
277,pride
278,pride
279,pride
280,pride
281,pride
282,pride
283,pride
284,pride
285,pride
286,pride
287,pride
288,disappointment
289,disappointment
290,disappointment
291,disappointment
292,disappointment
293,disappointment
294,disappointment
295,disappointment
296,disappointment
297,disappointment
298,disappointment
299,disappointment
300,disappointment
301,disappointment
302,disappointment
303,disappointment
304,disappointment
305,disappointment
306,disappointment
307,disappointment
308,disappointment
309,disappointment
310,disappointment
311,disappointment
312,disappointment
313,disappointment
314,disappointment
315,disappointment
316,disappointment
317,disappointment
318,disappointment
319,disappointment
320,disappointment
321,disappointment
322,disappointment
323,disappointment
324,anger
325,anger
326,anger
327,anger
328,anger
329,anger
330,anger
331,anger
332,anger
333,anger
334,anger
335,anger
336,anger
337,anger
338,anger
339,anger
340,anger
341,anger
342,anger
343,anger
344,anger
345,anger
346,anger
347,anger
348,anger
349,anger
350,anger
351,anger
352,anger
353,anger
354,anger
355,anger
356,anger
357,anger
358,anger
359,anger
360,sadness
361,sadness
362,sadness
363,sadness
364,sadness
365,sadness
366,sadness
367,sadness
368,sadness
369,sadness
370,sadness
371,sadness
372,sadness
373,sadness
374,sadness
375,sadness
376,sadness
377,sadness
378,sadness
379,sadness
380,sadness
381,sadness
382,sadness
383,sadness
384,sadness
385,sadness
386,sadness
387,sadness
388,sadness
389,sadness
390,sadness
391,sadness
392,sadness
393,sadness
394,sadness
395,sadness
396,disgust
397,disgust
398,disgust
399,disgust
400,disgust
401,disgust
402,disgust
403,disgust
404,disgust
405,disgust
406,disgust
407,disgust
408,disgust
409,disgust
410,disgust
411,disgust
412,disgust
413,fear
414,disgust
415,disgust
416,disgust
417,disgust
418,disgust
419,disgust
420,disgust
421,disgust
422,disgust
423,disgust
424,disgust
425,disgust
426,disgust
427,disgust
428,disgust
429,disgust
430,disgust
431,disgust
432,fear
433,fear
434,fear
435,fear
436,fear
437,fear
438,fear
439,fear
440,fear
441,fear
442,fear
443,fear
444,fear
445,fear
446,fear
447,fear
448,fear
449,fear
450,fear
451,fear
452,fear
453,fear
454,fear
455,fear
456,fear
457,fear
458,fear
459,fear
460,fear
461,fear
462,fear
463,fear
464,fear
465,fear
466,fear
467,fear
468,embarrassment
469,embarrassment
470,embarrassment
471,embarrassment
472,embarrassment
473,embarrassment
474,embarrassment
475,embarrassment
476,embarrassment
477,embarrassment
478,embarrassment
479,embarrassment
480,embarrassment
481,embarrassment
482,embarrassment
483,embarrassment
484,embarrassment
485,embarrassment
486,embarrassment
487,embarrassment
488,embarrassment
489,embarrassment
490,embarrassment
491,embarrassment
492,embarrassment
493,embarrassment
494,embarrassment
495,embarrassment
496,embarrassment
497,embarrassment
498,embarrassment
499,embarrassment
500,embarrassment
501,embarrassment
502,embarrassment
503,embarrassment
